Fecha,Pedidos,"Ventas brutas",Devoluciones,Cupones,"Ventas netas",Impuestos,Envío,"Ventas totales"
"2025-07-27 00:00:00",1,30200,0,1510,28690,0,4000,32690
"2025-07-26 00:00:00",1,20240,0,1012,19228,0,4000,23228
"2025-07-25 00:00:00",1,66800,0,3340,63460,0,0,63460
"2025-07-24 00:00:00",4,698590,0,4211,694379,0,0,694379
"2025-07-23 00:00:00",4,664110,0,0,664110,0,0,664110
"2025-07-22 00:00:00",5,303310,0,11486,291824,0,4000,295824
"2025-07-21 00:00:00",0,0,0,0,0,0,0,0
"2025-07-20 00:00:00",1,68520,0,0,68520,0,0,68520
"2025-07-19 00:00:00",0,0,0,0,0,0,0,0
"2025-07-18 00:00:00",3,173780,0,0,173780,0,4000,177780
"2025-07-17 00:00:00",2,119950,0,0,119950,0,4000,123950
"2025-07-16 00:00:00",0,0,0,0,0,0,0,0
"2025-07-15 00:00:00",2,388950,0,0,388950,0,0,388950
"2025-07-14 00:00:00",2,243020,11500,0,231520,0,0,231520
"2025-07-13 00:00:00",2,48960,0,0,48960,0,4000,52960
"2025-07-12 00:00:00",0,0,0,0,0,0,0,0
"2025-07-11 00:00:00",1,56570,0,0,56570,0,0,56570
"2025-07-10 00:00:00",0,0,0,0,0,0,0,0
"2025-07-09 00:00:00",3,90010,0,0,90010,0,5600,95610
"2025-07-08 00:00:00",4,783410,0,0,783410,0,4000,787410
"2025-07-07 00:00:00",7,868900,0,0,868900,0,4000,872900
"2025-07-06 00:00:00",1,61200,0,0,61200,0,0,61200
"2025-07-05 00:00:00",0,0,0,0,0,0,0,0
"2025-07-04 00:00:00",3,89750,0,0,89750,0,4000,93750
"2025-07-03 00:00:00",1,12250,0,0,12250,0,0,12250
"2025-07-02 00:00:00",1,449450,0,0,449450,0,0,449450
"2025-07-01 00:00:00",4,193120,0,0,193120,0,8000,201120
"2025-06-30 00:00:00",0,0,0,0,0,0,0,0
"2025-06-29 00:00:00",1,44660,0,0,44660,0,4000,48660
"2025-06-28 00:00:00",0,0,0,0,0,0,0,0
"2025-06-27 00:00:00",3,323130,0,0,323130,0,0,323130
"2025-06-26 00:00:00",0,0,0,0,0,0,0,0
"2025-06-25 00:00:00",6,1062570,60200,0,1002370,0,4000,1006370
"2025-06-24 00:00:00",4,166240,0,0,166240,0,12000,178240
"2025-06-23 00:00:00",4,802910,0,0,802910,0,4000,806910
"2025-06-22 00:00:00",1,33800,0,0,33800,0,0,33800
"2025-06-21 00:00:00",1,29460,0,0,29460,0,0,29460
"2025-06-20 00:00:00",2,30880,0,1080,29800,0,0,29800
"2025-06-19 00:00:00",1,22000,0,0,22000,0,0,22000
"2025-06-18 00:00:00",0,0,0,0,0,0,0,0
"2025-06-17 00:00:00",2,98170,0,0,98170,0,4000,102170
"2025-06-16 00:00:00",0,0,0,0,0,0,0,0
"2025-06-15 00:00:00",15,259010,0,20703,238307,0,8000,246307
"2025-06-14 00:00:00",0,0,0,0,0,0,0,0
"2025-06-13 00:00:00",1,48900,0,0,48900,0,0,48900
"2025-06-12 00:00:00",3,322230,0,0,322230,0,4000,326230
"2025-06-11 00:00:00",4,314160,0,0,314160,0,4000,318160
"2025-06-10 00:00:00",1,531000,0,0,531000,0,0,531000
"2025-06-09 00:00:00",4,181700,0,0,181700,0,8000,189700
"2025-06-08 00:00:00",3,299380,0,0,299380,0,0,299380
"2025-06-07 00:00:00",0,0,0,0,0,0,0,0
"2025-06-06 00:00:00",3,151760,0,0,151760,0,4000,155760
"2025-06-05 00:00:00",2,92720,0,4427,88293,0,4000,92293
"2025-06-04 00:00:00",4,259160,0,6547,252613,0,0,252613
"2025-06-03 00:00:00",6,1268030,0,1108,1266922,0,0,1266922
"2025-06-02 00:00:00",2,17340,0,0,17340,0,4000,21340
"2025-06-01 00:00:00",1,67750,0,0,67750,0,0,67750
"2025-05-31 00:00:00",0,0,0,0,0,0,0,0
"2025-05-30 00:00:00",1,25130,0,0,25130,0,0,25130
"2025-05-29 00:00:00",1,125940,0,6297,119643,0,0,119643
"2025-05-28 00:00:00",3,208540,0,7357,201183,0,4800,205983
